"classe","region","nb_index"
"Cruciform","100%",7496
"Cruciform","100%",7497
"Cruciform","50%",7498
"Cruciform","60%",7498
"Cruciform","90%",7499
"Cruciform","100%",7499
"Cruciform","10%",7500
"Cruciform","10%",7501
"Cruciform","20%",7500
"Cruciform","20%",7501
"Cruciform","70%",7510
"Cruciform","70%",7511
"Cruciform","80%",7512
"Cruciform","90%",7512
"Cruciform","60%",7519
"Cruciform","80%",7520
"Cruciform","90%",7521
"Cruciform","10%",7528
"Cruciform","60%",7529
"Cruciform","70%",7529
"Cruciform","80%",7530
"Cruciform","90%",7530
"Cruciform","90%",7531
"Cruciform","100%",7531
"Cruciform","40%",7552
"Cruciform","90%",7553
"Cruciform","100%",7553
"Cruciform","10%",7554
"Cruciform","20%",7554
"Cruciform","40%",7555
"Cruciform","50%",7556
"Cruciform","90%",7557
"Cruciform","20%",7558
"Cruciform","30%",7559
"Cruciform","10%",7566
"Cruciform","10%",7567
"Cruciform","20%",7567
"Cruciform","20%",7568
"Cruciform","40%",7569
"Cruciform","60%",7570
"Cruciform","90%",7571
"Cruciform","90%",7572
"Cruciform","10%",7573
"Cruciform","20%",7573
"Cruciform","30%",7574
"Cruciform","80%",7575
"Cruciform","90%",7575
"Cruciform","40%",7609
"Cruciform","90%",7610
"Cruciform","10%",7611
"Cruciform","50%",7612
"Cruciform","60%",7612
"Cruciform","70%",7614
"Cruciform","70%",7615
"Cruciform","80%",7615
"Cruciform","40%",7628
"Cruciform","50%",7628
"Cruciform","30%",7629
"Cruciform","50%",7630
"Cruciform","60%",7630
"Cruciform","70%",7631
"Cruciform","20%",7632
"Cruciform","40%",7633
"Cruciform","80%",7634
"Cruciform","80%",7635
"Cruciform","70%",7636
"Cruciform","80%",7636
"Cruciform","90%",7636
"Cruciform","10%",7637
"Cruciform","20%",7637
"Cruciform","60%",7638
"Cruciform","60%",7639
"Cruciform","70%",7639
"Cruciform","80%",7640
"Cruciform","90%",7640
"Cruciform","100%",7641
"Cruciform","10%",7641
"Cruciform","30%",7642
"Cruciform","40%",7642
"Cruciform","60%",7643
"Cruciform","20%",7656
"Cruciform","30%",7656
"Cruciform","60%",7657
"Cruciform","70%",7657
"Cruciform","20%",7660
"Cruciform","50%",7661
"Cruciform","60%",7661
"Cruciform","90%",7662
"Cruciform","100%",7663
"Cruciform","40%",7677
"Cruciform","90%",7678
"Cruciform","90%",7679
"Cruciform","100%",7679
"Cruciform","10%",7680
"Cruciform","20%",7680
"Cruciform","20%",7681
"Cruciform","30%",7681
"Cruciform","40%",7681
"Cruciform","50%",7682
"Cruciform","90%",7683
"Cruciform","70%",7684
"Cruciform","80%",7684
"Cruciform","70%",7687
"Cruciform","90%",7688
"Cruciform","100%",7688
"Cruciform","100%",7697
"Cruciform","50%",7712
"Cruciform","90%",7713
"Cruciform","100%",7713
"Cruciform","60%",7718
"Cruciform","70%",7718
"Cruciform","90%",7722
"Cruciform","100%",7723
"Cruciform","10%",7725
"Cruciform","20%",7726
"Cruciform","20%",7727
"Cruciform","30%",7727
"Cruciform","40%",7728
"Cruciform","40%",7729
"Cruciform","50%",7729
"Cruciform","70%",7730
"Cruciform","100%",7731
"Cruciform","20%",7732
"Cruciform","80%",7733
"Cruciform","40%",7735
"Cruciform","80%",7736
"Cruciform","60%",7743
"Cruciform","90%",7744
"Cruciform","100%",7745
"Cruciform","40%",7747
"Cruciform","20%",7748
"Cruciform","30%",7748
"Cruciform","90%",7749
"Cruciform","90%",7750
"Cruciform","40%",7753
"Cruciform","50%",7754
"Cruciform","60%",7755
"Cruciform","90%",7756
"Cruciform","10%",7766
"Cruciform","100%",7767
"Cruciform","10%",7771
"Cruciform","30%",7772
"Cruciform","30%",7773
"Cruciform","30%",7774
"Cruciform","40%",7773
"Cruciform","40%",7774
"Cruciform","80%",7775
"Cruciform","10%",7776
"Cruciform","30%",7777
"Cruciform","40%",7778
"Cruciform","100%",7779
"Cruciform","20%",7781
"Cruciform","90%",7782
"Cruciform","20%",7787
"Cruciform","40%",7788
"Cruciform","60%",7789
"Cruciform","20%",7812
"Cruciform","40%",7813
"Cruciform","50%",7814
"Cruciform","60%",7815
"Cruciform","60%",7816
"Cruciform","70%",7817
"Cruciform","80%",7818
"Cruciform","90%",7818
"Cruciform","90%",7819
"Cruciform","90%",7820
"Cruciform","100%",7820
"Cruciform","100%",7821
"Cruciform","20%",7825
"Cruciform","40%",7826
"Cruciform","90%",7827
"Cruciform","90%",7828
"Cruciform","100%",7828
"Cruciform","10%",7829
"Cruciform","60%",7830
"Cruciform","70%",7831
"Cruciform","10%",7844
"Cruciform","40%",7845
"Cruciform","60%",7846
"Cruciform","60%",7847
"Cruciform","70%",7847
"Cruciform","80%",7848
"Cruciform","80%",7849
"Cruciform","80%",7850
"Cruciform","90%",7851
"Cruciform","90%",7852
"Cruciform","100%",7853
"Cruciform","100%",7854
"Cruciform","70%",7855
"Cruciform","80%",7855
"Cruciform","10%",7866
"Cruciform","30%",7867
"Cruciform","60%",7868
"Cruciform","70%",7869
"Cruciform","80%",7870
"Cruciform","100%",7871
"Cruciform","20%",7874
"Cruciform","10%",7889
"Cruciform","50%",7890
"Cruciform","90%",7891
"Cruciform","100%",7891
"Cruciform","80%",7894
"Cruciform","10%",7910
"Cruciform","10%",7911
"Cruciform","20%",7911
"Cruciform","10%",7918
"Cruciform","10%",7919
"Cruciform","70%",7920
"Cruciform","90%",7921
"Cruciform","90%",7922
"Cruciform","30%",7924
"Cruciform","40%",7925
"Cruciform","70%",7926
"Cruciform","80%",7927
"Cruciform","100%",7928
"Cruciform","10%",7933
"Cruciform","20%",7933
"Cruciform","30%",7933
"Cruciform","40%",7933
"Cruciform","40%",7934
"Cruciform","50%",7934
"Cruciform","50%",7935
"Cruciform","60%",7935
"Cruciform","10%",7936
"Cruciform","50%",7941
"Cruciform","60%",7941
"Cruciform","70%",7941
"Cruciform","20%",7945
"Cruciform","40%",7946
"Cruciform","50%",7947
"Cruciform","50%",7948
"Cruciform","50%",7949
"Cruciform","70%",7950
"Cruciform","80%",7951
"Cruciform","90%",7951
"Cruciform","90%",7952
"Cruciform","90%",7953
"Cruciform","100%",7953
"Cruciform","100%",7954
"Cruciform","10%",7957
"Cruciform","10%",7958
"Cruciform","30%",7959
"Cruciform","40%",7959
"Cruciform","60%",7960
"Cruciform","70%",7961
"Cruciform","70%",7962
"Cruciform","70%",7963
"Cruciform","80%",7964
"Cruciform","50%",7966
"Cruciform","30%",7969
"Cruciform","40%",7969
"Cruciform","60%",7977
"Cruciform","70%",7977
"Cruciform","90%",7978
"Cruciform","100%",7978
"Cruciform","20%",7981
"Cruciform","40%",7982
"Cruciform","50%",7983
"Cruciform","70%",7984
"Cruciform","80%",7984
"Cruciform","90%",7985
"Cruciform","90%",7986
"Cruciform","100%",7986
"Cruciform","10%",7994
"Cruciform","10%",7995
"Cruciform","20%",7996
"Cruciform","30%",7997
"Cruciform","50%",7998
"Cruciform","60%",7999
"Cruciform","60%",8000
"Cruciform","80%",8001
"Cruciform","80%",8002
"Cruciform","90%",8003
"Cruciform","30%",8004
"Cruciform","50%",8005
"Cruciform","60%",8005
"Cruciform","70%",8006
"Cruciform","10%",8009
"Cruciform","20%",8010
"Cruciform","40%",8011
"Cruciform","50%",8012
"Cruciform","60%",8013
"Cruciform","70%",8014
"Cruciform","80%",8015
"Cruciform","90%",8015
"Cruciform","90%",8016
"Cruciform","100%",8016
"Cruciform","100%",8017
"Cruciform","100%",8018
"Cruciform","60%",8027
"Cruciform","70%",8027
"Cruciform","80%",8027
"Cruciform","60%",8028
"Cruciform","70%",8028
"Cruciform","10%",8031
"Cruciform","20%",8032
"Cruciform","30%",8032
"Cruciform","40%",8033
"Cruciform","40%",8034
"Cruciform","60%",8035
"Cruciform","90%",8036
"Cruciform","90%",8037
"Cruciform","100%",8037
"Cruciform","20%",8038
"Cruciform","30%",8039
"Cruciform","50%",8040
"Cruciform","20%",8041
"Cruciform","50%",8042
"Cruciform","70%",8043
"Cruciform","20%",8044
"Cruciform","20%",8045
"Cruciform","30%",8046
"Cruciform","80%",8047
"Cruciform","30%",8049
"Cruciform","30%",8050
"Cruciform","50%",8051
"Cruciform","70%",8052
"Cruciform","50%",8053
"Cruciform","90%",8054
"Cruciform","50%",8058
"Cruciform","60%",8058
"Cruciform","20%",8061
"Cruciform","40%",8062
"Cruciform","50%",8063
"Cruciform","70%",8064
"Cruciform","80%",8064
"Cruciform","90%",8065
"Cruciform","90%",8066
"Cruciform","100%",8066
"Cruciform","20%",8078
"Cruciform","30%",8078
"Cruciform","40%",8079
"Cruciform","70%",8080
"Cruciform","70%",8081
"Cruciform","80%",8082
"Cruciform","80%",8083
"Cruciform","100%",8084
"Cruciform","10%",8086
"Cruciform","40%",8087
"Cruciform","60%",8088
"Cruciform","60%",8089
"Cruciform","70%",8089
"Cruciform","80%",8090
"Cruciform","80%",8091
"Cruciform","80%",8092
"Cruciform","90%",8092
"Cruciform","90%",8093
"Cruciform","100%",8093
"Cruciform","100%",8094
"Cruciform","100%",8095
"R-loop","Promotor",1126
"R-loop","Promotor",1127
"R-loop","Promotor",724
"R-loop","Promotor",723
"R-loop","Promotor",1125
"R-loop","Promotor",722
"R-loop","Promotor",1124
"R-loop","Promotor",723
"R-loop","Promotor",1125
"R-loop","Promotor",722
"R-loop","Promotor",1124
"R-loop","Promotor",714
"R-loop","Promotor",717
"R-loop","Promotor",713
"R-loop","Promotor",1120
"R-loop","Promotor",714
"R-loop","Promotor",713
"R-loop","Promotor",1120
"R-loop","Promotor",715
"R-loop","Promotor",716
"R-loop","Promotor",710
"R-loop","Promotor",709
"R-loop","Promotor",1117
"R-loop","Promotor",708
"R-loop","Promotor",1116
"R-loop","Promotor",707
"R-loop","Promotor",1117
"R-loop","Promotor",708
"R-loop","Promotor",1116
"R-loop","Promotor",1116
"R-loop","Promotor",707
"R-loop","Promotor",705
"R-loop","Promotor",705
"R-loop","Promotor",704
"R-loop","Promotor",703
"R-loop","Promotor",706
"R-loop","Promotor",1114
"R-loop","Promotor",729
"R-loop","Promotor",700
"R-loop","Promotor",729
"R-loop","Promotor",700
"R-loop","Promotor",698
"R-loop","Promotor",1109
"R-loop","Promotor",1108
"R-loop","Promotor",1108
"R-loop","Promotor",690
"R-loop","Promotor",687
"R-loop","Promotor",685
"R-loop","Promotor",1106
"R-loop","Promotor",686
"R-loop","Promotor",685
"R-loop","Promotor",1106
"R-loop","Promotor",686
"R-loop","Promotor",685
"R-loop","Promotor",1106
"R-loop","Promotor",686
"R-loop","Promotor",685
"R-loop","Promotor",1106
"R-loop","Promotor",686
"R-loop","Promotor",684
"R-loop","Promotor",1105
"R-loop","Promotor",1104
"R-loop","Promotor",1103
"R-loop","Promotor",683
"R-loop","Promotor",1103
"R-loop","Promotor",683
"R-loop","Promotor",682
"R-loop","Promotor",7
"R-loop","Promotor",9
"R-loop","Promotor",671
"R-loop","Promotor",670
"R-loop","Promotor",1095
"R-loop","Promotor",1094
"R-loop","Promotor",1093
"R-loop","Promotor",1096
"R-loop","Promotor",671
"R-loop","Promotor",670
"R-loop","Promotor",1095
"R-loop","Promotor",1094
"R-loop","Promotor",1093
"R-loop","Promotor",1091
"R-loop","Promotor",1091
"R-loop","Promotor",666
"R-loop","Promotor",1089
"R-loop","Promotor",1088
"R-loop","Promotor",1087
"R-loop","Promotor",11
"R-loop","Promotor",1086
"R-loop","Promotor",661
"R-loop","Promotor",1085
"R-loop","Promotor",1085
"R-loop","Promotor",1085
"R-loop","Promotor",659
"R-loop","Promotor",1084
"R-loop","Promotor",658
"R-loop","Promotor",656
"R-loop","Promotor",652
"R-loop","Promotor",653
"R-loop","Promotor",1082
"R-loop","Promotor",654
"R-loop","Promotor",652
"R-loop","Promotor",653
"R-loop","Promotor",1082
"R-loop","Promotor",654
"R-loop","Promotor",651
"R-loop","Promotor",1081
"R-loop","Promotor",648
"R-loop","Promotor",648
"R-loop","Promotor",1077
"R-loop","Promotor",1077
"R-loop","Promotor",1074
"R-loop","Promotor",644
"R-loop","Promotor",643
"R-loop","Promotor",1073
"R-loop","Promotor",638
"R-loop","Promotor",1070
"R-loop","Promotor",1070
"R-loop","Promotor",1069
"R-loop","Promotor",1069
"R-loop","Promotor",637
"R-loop","Promotor",636
"R-loop","Promotor",634
"R-loop","Promotor",1066
"R-loop","Promotor",635
"R-loop","Promotor",633
"R-loop","Promotor",1065
"R-loop","Promotor",630
"R-loop","Promotor",1063
"R-loop","Promotor",631
"R-loop","Promotor",630
"R-loop","Promotor",1063
"R-loop","Promotor",631
"R-loop","Promotor",626
"R-loop","Promotor",1061
"R-loop","Promotor",627
"R-loop","Promotor",1062
"R-loop","Promotor",624
"R-loop","Promotor",1060
"R-loop","Promotor",626
"R-loop","Promotor",1061
"R-loop","Promotor",627
"R-loop","Promotor",1062
"R-loop","Promotor",624
"R-loop","Promotor",1060
"R-loop","Promotor",625
"R-loop","Promotor",1059
"R-loop","Promotor",623
"R-loop","Promotor",1059
"R-loop","Promotor",623
"R-loop","Promotor",619
"R-loop","Promotor",615
"R-loop","Promotor",612
"R-loop","Promotor",611
"R-loop","Promotor",1054
"R-loop","Promotor",1053
"R-loop","Promotor",1053
"R-loop","Promotor",608
"R-loop","Promotor",607
"R-loop","Promotor",607
"R-loop","Promotor",1052
"R-loop","Promotor",605
"R-loop","Promotor",1051
"R-loop","Promotor",604
"R-loop","Promotor",600
"R-loop","Promotor",598
"R-loop","Promotor",596
"R-loop","Promotor",595
"R-loop","Promotor",594
"R-loop","Promotor",1047
"R-loop","Promotor",1048
"R-loop","Promotor",1046
"R-loop","Promotor",595
"R-loop","Promotor",594
"R-loop","Promotor",1047
"R-loop","Promotor",1048
"R-loop","Promotor",1046
"R-loop","Promotor",593
"R-loop","Promotor",1045
"R-loop","Promotor",593
"R-loop","Promotor",1045
"R-loop","Promotor",588
"R-loop","Promotor",589
"R-loop","Promotor",590
"R-loop","Promotor",588
"R-loop","Promotor",589
"R-loop","Promotor",739
"R-loop","Promotor",20
"R-loop","Promotor",1039
"R-loop","Promotor",584
"R-loop","Promotor",583
"R-loop","Promotor",581
"R-loop","Promotor",1038
"R-loop","Promotor",582
"R-loop","Promotor",581
"R-loop","Promotor",740
"R-loop","Promotor",740
"R-loop","Promotor",576
"R-loop","Promotor",576
"R-loop","Promotor",575
"R-loop","Promotor",573
"R-loop","Promotor",573
"R-loop","Promotor",24
"R-loop","Promotor",569
"R-loop","Promotor",24
"R-loop","Promotor",569
"R-loop","Promotor",564
"R-loop","Promotor",1028
"R-loop","Promotor",1029
"R-loop","Promotor",1030
"R-loop","Promotor",565
"R-loop","Promotor",562
"R-loop","Promotor",563
"R-loop","Promotor",561
"R-loop","Promotor",562
"R-loop","Promotor",561
"R-loop","Promotor",1026
"R-loop","Promotor",560
"R-loop","Promotor",1025
"R-loop","Promotor",26
"R-loop","Promotor",741
"R-loop","Promotor",26
"R-loop","Promotor",741
"R-loop","Promotor",548
"R-loop","Promotor",1021
"R-loop","Promotor",1021
"R-loop","Promotor",546
"R-loop","Promotor",539
"R-loop","Promotor",538
"R-loop","Promotor",537
"R-loop","Promotor",536
"R-loop","Promotor",533
"R-loop","Promotor",41
"R-loop","Promotor",532
"R-loop","Promotor",753
"R-loop","Promotor",531
"R-loop","Promotor",753
"R-loop","Promotor",531
"R-loop","Promotor",1012
"R-loop","Promotor",763
"R-loop","Promotor",51
"R-loop","Promotor",52
"R-loop","Promotor",54
"R-loop","Promotor",55
"R-loop","Promotor",765
"R-loop","Promotor",56
"R-loop","Promotor",57
"R-loop","Promotor",766
"R-loop","Promotor",60
"R-loop","Promotor",61
"R-loop","Promotor",62
"R-loop","Promotor",61
"R-loop","Promotor",63
"R-loop","Promotor",770
"R-loop","Promotor",511
"R-loop","Promotor",1010
"R-loop","Promotor",509
"R-loop","Promotor",508
"R-loop","Promotor",507
"R-loop","Promotor",506
"R-loop","Promotor",1007
"R-loop","Promotor",772
"R-loop","Promotor",772
"R-loop","Promotor",74
"R-loop","Promotor",498
"R-loop","Promotor",74
"R-loop","Promotor",498
"R-loop","Promotor",76
"R-loop","Promotor",775
"R-loop","Promotor",494
"R-loop","Promotor",1002
"R-loop","Promotor",494
"R-loop","Promotor",1002
"R-loop","Promotor",494
"R-loop","Promotor",1002
"R-loop","Promotor",999
"R-loop","Promotor",998
"R-loop","Promotor",995
"R-loop","Promotor",994
"R-loop","Promotor",993
"R-loop","Promotor",83
"R-loop","Promotor",84
"R-loop","Promotor",479
"R-loop","Promotor",477
"R-loop","Promotor",991
"R-loop","Promotor",476
"R-loop","Promotor",990
"R-loop","Promotor",779
"R-loop","Promotor",782
"R-loop","Promotor",471
"R-loop","Promotor",469
"R-loop","Promotor",472
"R-loop","Promotor",470
"R-loop","Promotor",469
"R-loop","Promotor",92
"R-loop","Promotor",785
"R-loop","Promotor",98
"R-loop","Promotor",99
"R-loop","Promotor",103
"R-loop","Promotor",104
"R-loop","Promotor",454
"R-loop","Promotor",792
"R-loop","Promotor",795
"R-loop","Promotor",796
"R-loop","Promotor",798
"R-loop","Promotor",118
"R-loop","Promotor",799
"R-loop","Promotor",119
"R-loop","Promotor",120
"R-loop","Promotor",798
"R-loop","Promotor",118
"R-loop","Promotor",799
"R-loop","Promotor",119
"R-loop","Promotor",120
"R-loop","Promotor",121
"R-loop","Promotor",121
"R-loop","Promotor",121
"R-loop","Promotor",122
"R-loop","Promotor",123
"R-loop","Promotor",124
"R-loop","Promotor",125
"R-loop","Promotor",126
"R-loop","Promotor",127
"R-loop","Promotor",800
"R-loop","Promotor",801
"R-loop","Promotor",138
"R-loop","Promotor",138
"R-loop","Promotor",139
"R-loop","Promotor",138
"R-loop","Promotor",139
"R-loop","Promotor",140
"R-loop","Promotor",142
"R-loop","Promotor",803
"R-loop","Promotor",143
"R-loop","Promotor",804
"R-loop","Promotor",144
"R-loop","Promotor",145
"R-loop","Promotor",806
"R-loop","Promotor",453
"R-loop","Promotor",809
"R-loop","Promotor",154
"R-loop","Promotor",155
"R-loop","Promotor",156
"R-loop","Promotor",157
"R-loop","Promotor",809
"R-loop","Promotor",154
"R-loop","Promotor",155
"R-loop","Promotor",156
"R-loop","Promotor",157
"R-loop","Promotor",977
"R-loop","Promotor",452
"R-loop","Promotor",977
"R-loop","Promotor",452
"R-loop","Promotor",810
"R-loop","Promotor",811
"R-loop","Promotor",158
"R-loop","Promotor",812
"R-loop","Promotor",159
"R-loop","Promotor",813
"R-loop","Promotor",810
"R-loop","Promotor",811
"R-loop","Promotor",158
"R-loop","Promotor",812
"R-loop","Promotor",159
"R-loop","Promotor",813
"R-loop","Promotor",814
"R-loop","Promotor",160
"R-loop","Promotor",815
"R-loop","Promotor",814
"R-loop","Promotor",160
"R-loop","Promotor",815
"R-loop","Promotor",162
"R-loop","Promotor",975
"R-loop","Promotor",164
"R-loop","Promotor",164
"R-loop","Promotor",973
"R-loop","Promotor",175
"R-loop","Promotor",176
"R-loop","Promotor",175
"R-loop","Promotor",175
"R-loop","Promotor",176
"R-loop","Promotor",816
"R-loop","Promotor",177
"R-loop","Promotor",817
"R-loop","Promotor",178
"R-loop","Promotor",179
"R-loop","Promotor",180
"R-loop","Promotor",181
"R-loop","Promotor",181
"R-loop","Promotor",182
"R-loop","Promotor",818
"R-loop","Promotor",185
"R-loop","Promotor",190
"R-loop","Promotor",190
"R-loop","Promotor",195
"R-loop","Promotor",196
"R-loop","Promotor",197
"R-loop","Promotor",198
"R-loop","Promotor",203
"R-loop","Promotor",822
"R-loop","Promotor",213
"R-loop","Promotor",826
"R-loop","Promotor",827
"R-loop","Promotor",214
"R-loop","Promotor",215
"R-loop","Promotor",216
"R-loop","Promotor",217
"R-loop","Promotor",829
"R-loop","Promotor",830
"R-loop","Promotor",831
"R-loop","Promotor",227
"R-loop","Promotor",235
"R-loop","Promotor",235
"R-loop","Promotor",835
"R-loop","Promotor",237
"R-loop","Promotor",836
"R-loop","Promotor",238
"R-loop","Promotor",238
"R-loop","Promotor",238
"R-loop","Promotor",837
"R-loop","Promotor",241
"R-loop","Promotor",241
"R-loop","Promotor",839
"R-loop","Promotor",244
"R-loop","Promotor",245
"R-loop","Promotor",246
"R-loop","Promotor",840
"R-loop","Promotor",245
"R-loop","Promotor",246
"R-loop","Promotor",840
"R-loop","Promotor",247
"R-loop","Promotor",248
"R-loop","Promotor",841
"R-loop","Promotor",842
"R-loop","Promotor",249
"R-loop","Promotor",250
"R-loop","Promotor",251
"R-loop","Promotor",252
"R-loop","Promotor",253
"R-loop","Promotor",843
"R-loop","Promotor",252
"R-loop","Promotor",253
"R-loop","Promotor",843
"R-loop","Promotor",844
"R-loop","Promotor",844
"R-loop","Promotor",845
"R-loop","Promotor",254
"R-loop","Promotor",844
"R-loop","Promotor",845
"R-loop","Promotor",254
"R-loop","Promotor",844
"R-loop","Promotor",845
"R-loop","Promotor",254
"R-loop","Promotor",844
"R-loop","Promotor",845
"R-loop","Promotor",254
"R-loop","Promotor",255
"R-loop","Promotor",256
"R-loop","Promotor",261
"R-loop","Promotor",267
"R-loop","Promotor",852
"R-loop","Promotor",967
"R-loop","Promotor",968
"R-loop","Promotor",857
"R-loop","Promotor",966
"R-loop","Promotor",281
"R-loop","Promotor",281
"R-loop","Promotor",282
"R-loop","Promotor",282
"R-loop","Promotor",283
"R-loop","Promotor",284
"R-loop","Promotor",285
"R-loop","Promotor",861
"R-loop","Promotor",285
"R-loop","Promotor",861
"R-loop","Promotor",285
"R-loop","Promotor",861
"R-loop","Promotor",286
"R-loop","Promotor",287
"R-loop","Promotor",288
"R-loop","Promotor",862
"R-loop","Promotor",865
"R-loop","Promotor",866
"R-loop","Promotor",867
"R-loop","Promotor",295
"R-loop","Promotor",296
"R-loop","Promotor",868
"R-loop","Promotor",297
"R-loop","Promotor",867
"R-loop","Promotor",295
"R-loop","Promotor",296
"R-loop","Promotor",868
"R-loop","Promotor",297
"R-loop","Promotor",298
"R-loop","Promotor",869
"R-loop","Promotor",299
"R-loop","Promotor",300
"R-loop","Promotor",301
"R-loop","Promotor",302
"R-loop","Promotor",299
"R-loop","Promotor",300
"R-loop","Promotor",301
"R-loop","Promotor",302
"R-loop","Promotor",870
"R-loop","Promotor",303
"R-loop","Promotor",304
"R-loop","Promotor",299
"R-loop","Promotor",300
"R-loop","Promotor",301
"R-loop","Promotor",302
"R-loop","Promotor",870
"R-loop","Promotor",303
"R-loop","Promotor",304
"R-loop","Promotor",299
"R-loop","Promotor",300
"R-loop","Promotor",301
"R-loop","Promotor",302
"R-loop","Promotor",870
"R-loop","Promotor",303
"R-loop","Promotor",304
"R-loop","Promotor",299
"R-loop","Promotor",300
"R-loop","Promotor",301
"R-loop","Promotor",302
"R-loop","Promotor",870
"R-loop","Promotor",303
"R-loop","Promotor",304
"R-loop","Promotor",299
"R-loop","Promotor",300
"R-loop","Promotor",301
"R-loop","Promotor",302
"R-loop","Promotor",870
"R-loop","Promotor",303
"R-loop","Promotor",304
"R-loop","Promotor",299
"R-loop","Promotor",300
"R-loop","Promotor",301
"R-loop","Promotor",302
"R-loop","Promotor",870
"R-loop","Promotor",303
"R-loop","Promotor",304
"R-loop","Promotor",299
"R-loop","Promotor",300
"R-loop","Promotor",301
"R-loop","Promotor",302
"R-loop","Promotor",870
"R-loop","Promotor",303
"R-loop","Promotor",299
"R-loop","Promotor",300
"R-loop","Promotor",301
"R-loop","Promotor",302
"R-loop","Promotor",870
"R-loop","Promotor",303
"R-loop","Promotor",299
"R-loop","Promotor",300
"R-loop","Promotor",301
"R-loop","Promotor",302
"R-loop","Promotor",870
"R-loop","Promotor",303
"R-loop","Promotor",299
"R-loop","Promotor",300
"R-loop","Promotor",301
"R-loop","Promotor",302
"R-loop","Promotor",870
"R-loop","Promotor",303
"R-loop","Promotor",299
"R-loop","Promotor",300
"R-loop","Promotor",301
"R-loop","Promotor",302
"R-loop","Promotor",870
"R-loop","Promotor",303
"R-loop","Promotor",299
"R-loop","Promotor",300
"R-loop","Promotor",301
"R-loop","Promotor",302
"R-loop","Promotor",870
"R-loop","Promotor",303
"R-loop","Promotor",299
"R-loop","Promotor",300
"R-loop","Promotor",301
"R-loop","Promotor",302
"R-loop","Promotor",300
"R-loop","Promotor",301
"R-loop","Promotor",302
"R-loop","Promotor",300
"R-loop","Promotor",301
"R-loop","Promotor",302
"R-loop","Promotor",300
"R-loop","Promotor",301
"R-loop","Promotor",302
"R-loop","Promotor",300
"R-loop","Promotor",301
"R-loop","Promotor",302
"R-loop","Promotor",305
"R-loop","Promotor",871
"R-loop","Promotor",305
"R-loop","Promotor",871
"R-loop","Promotor",441
"R-loop","Promotor",307
"R-loop","Promotor",308
"R-loop","Promotor",872
"R-loop","Promotor",308
"R-loop","Promotor",872
"R-loop","Promotor",873
"R-loop","Promotor",315
"R-loop","Promotor",316
"R-loop","Promotor",315
"R-loop","Promotor",316
"R-loop","Promotor",317
"R-loop","Promotor",318
"R-loop","Promotor",880
"R-loop","Promotor",320
"R-loop","Promotor",882
"R-loop","Promotor",324
"R-loop","Promotor",884
"R-loop","Promotor",326
"R-loop","Promotor",885
"R-loop","Promotor",886
"R-loop","Promotor",327
"R-loop","Promotor",326
"R-loop","Promotor",885
"R-loop","Promotor",886
"R-loop","Promotor",327
"R-loop","Promotor",887
"R-loop","Promotor",328
"R-loop","Promotor",329
"R-loop","Promotor",340
"R-loop","Promotor",342
"R-loop","Promotor",896
"R-loop","Promotor",343
"R-loop","Promotor",344
"R-loop","Promotor",897
"R-loop","Promotor",898
"R-loop","Promotor",345
"R-loop","Promotor",346
"R-loop","Promotor",899
"R-loop","Promotor",349
"R-loop","Promotor",900
"R-loop","Promotor",901
"R-loop","Promotor",350
"R-loop","Promotor",351
"R-loop","Promotor",349
"R-loop","Promotor",900
"R-loop","Promotor",901
"R-loop","Promotor",350
"R-loop","Promotor",351
"R-loop","Promotor",349
"R-loop","Promotor",900
"R-loop","Promotor",901
"R-loop","Promotor",350
"R-loop","Promotor",351
"R-loop","Promotor",904
"R-loop","Promotor",904
"R-loop","Promotor",907
"R-loop","Promotor",907
"R-loop","Promotor",438
"R-loop","Promotor",964
"R-loop","Promotor",436
"R-loop","Promotor",960
"R-loop","Promotor",959
"R-loop","Promotor",432
"R-loop","Promotor",432
"R-loop","Promotor",957
"R-loop","Promotor",957
"R-loop","Promotor",430
"R-loop","Promotor",957
"R-loop","Promotor",430
"R-loop","Promotor",429
"R-loop","Promotor",427
"R-loop","Promotor",956
"R-loop","Promotor",955
"R-loop","Promotor",428
"R-loop","Promotor",427
"R-loop","Promotor",956
"R-loop","Promotor",955
"R-loop","Promotor",428
"R-loop","Promotor",426
"R-loop","Promotor",426
"R-loop","Promotor",426
"R-loop","Promotor",426
"R-loop","Promotor",425
"R-loop","Promotor",954
"R-loop","Promotor",426
"R-loop","Promotor",425
"R-loop","Promotor",425
"R-loop","Promotor",954
"R-loop","Promotor",424
"R-loop","Promotor",953
"R-loop","Promotor",425
"R-loop","Promotor",954
"R-loop","Promotor",424
"R-loop","Promotor",953
"R-loop","Promotor",424
"R-loop","Promotor",953
"R-loop","Promotor",424
"R-loop","Promotor",953
"R-loop","Promotor",952
"R-loop","Promotor",360
"R-loop","Promotor",423
"R-loop","Promotor",951
"R-loop","Promotor",420
"R-loop","Promotor",419
"R-loop","Promotor",421
"R-loop","Promotor",950
"R-loop","Promotor",949
"R-loop","Promotor",422
"R-loop","Promotor",419
"R-loop","Promotor",949
"R-loop","Promotor",418
"R-loop","Promotor",948
"R-loop","Promotor",417
"R-loop","Promotor",412
"R-loop","Promotor",944
"R-loop","Promotor",411
"R-loop","Promotor",410
"R-loop","Promotor",403
"R-loop","Promotor",402
"R-loop","Promotor",401
"R-loop","Promotor",400
